mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.13,"13 km SE of Tehachapi, CA",1692129079270,1692131062711,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537568,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537568&format=geojson,,,,,reviewed,0,20,ci,40537568,",ci40537568,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.06792,0.14,61.0,ml,quarry blast,"M 1.1 Quarry Blast - 13 km SE of Tehachapi, CA"
1.57,"4 km NW of Redway, CA",1692129029700,1692290111666,,https://earthquake.usgs.gov/earthquakes/eventpage/nc71131214,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71131214&format=geojson,,,,,reviewed,0,38,nc,71131214,",nc71131214,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.09947,0.16,68.0,md,earthquake,"M 1.6 - 4 km NW of Redway, CA"
2.22,"18 km NW of Parkfield, CA",1692128964140,1692147854534,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924496&format=geojson,,,,,reviewed,0,76,nc,73924496,",nc73924496,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",54.0,0.02936,0.07,46.0,md,earthquake,"M 2.2 - 18 km NW of Parkfield, CA"
1.9,"39 km ENE of Pedro Bay, Alaska",1692128736563,1692128865401,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afqkqmw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afqkqmw&format=geojson,,,,,automatic,0,56,ak,023afqkqmw,",ak023afqkqmw,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.9 - 39 km ENE of Pedro Bay, Alaska"
2.65,"18 km NW of Parkfield, CA",1692128594260,1692146174386,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924491&format=geojson,3.0,2.0,,,reviewed,0,109,nc,73924491,",nc73924491,us7000knj1,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.03192,0.11,43.0,md,earthquake,"M 2.7 - 18 km NW of Parkfield, CA"
3.1,"237 km W of Langlois, Oregon",1692128263564,1692184712548,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000knj7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000knj7&format=geojson,1.0,1.0,,,reviewed,0,148,us,7000knj7,",us7000knj7,",",us,",",dyfi,origin,phase-data,",55.0,2.406,0.69,252.0,ml,earthquake,"M 3.1 - 237 km W of Langlois, Oregon"
1.78999996,"5 km SW of Volcano, Hawaii",1692128138640,1692128313420,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73528022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73528022&format=geojson,,,,,automatic,0,49,hv,73528022,",hv73528022,",",hv,",",origin,phase-data,",13.0,,0.0900000036,52.0,md,earthquake,"M 1.8 - 5 km SW of Volcano, Hawaii"
0.8,"29 km ESE of West Yellowstone, Montana",1692127874730,1692131531760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60547672,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60547672&format=geojson,,,,,reviewed,0,10,uu,60547672,",uu60547672,",",uu,",",origin,phase-data,",6.0,0.06652,0.14,185.0,md,earthquake,"M 0.8 - 29 km ESE of West Yellowstone, Montana"
0.4,,1692127484126,1692243408160,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afqg96k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afqg96k&format=geojson,,,,,automatic,0,2,ak,023afqg96k,",av92003071,ak023afqg96k,",",av,ak,",",origin,phase-data,",,,0.38,,ml,earthquake,M 0.4 - 
2.4,"22 km SE of Shaver Lake, CA",1692127356410,1692289871142,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924486,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924486&format=geojson,,,,,reviewed,0,89,nc,73924486,",nc73924486,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.2493,0.09,120.0,md,earthquake,"M 2.4 - 22 km SE of Shaver Lake, CA"
1.8,"64 km SSE of Kokhanok, Alaska",1692126991155,1692134600586,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afqej51,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afqej51&format=geojson,,,,,reviewed,0,50,ak,023afqej51,",ak023afqej51,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.8 - 64 km SSE of Kokhanok, Alaska"
-0.02,"85 km NNW of Karluk, Alaska",1692126870390,1692242657650,,https://earthquake.usgs.gov/earthquakes/eventpage/av92003046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92003046&format=geojson,,,,,reviewed,0,0,av,92003046,",av92003046,",",av,",",origin,phase-data,",9.0,,0.07,84.0,ml,earthquake,"M 0.0 - 85 km NNW of Karluk, Alaska"
0.53,"84 km NNW of Karluk, Alaska",1692125959190,1692241928410,,https://earthquake.usgs.gov/earthquakes/eventpage/av92003026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92003026&format=geojson,,,,,reviewed,0,4,av,92003026,",av92003026,",",av,",",origin,phase-data,",15.0,,0.11,110.0,ml,earthquake,"M 0.5 - 84 km NNW of Karluk, Alaska"
0.52,"4 km SW of Volcano, Hawaii",1692125928110,1692137167150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73527922,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73527922&format=geojson,,,,,reviewed,0,4,hv,73527922,",hv73527922,",",hv,",",origin,phase-data,",11.0,,0.11,81.0,md,earthquake,"M 0.5 - 4 km SW of Volcano, Hawaii"
0.41,"6 km SW of Volcano, Hawaii",1692125796180,1692136000890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73527917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73527917&format=geojson,,,,,reviewed,0,3,hv,73527917,",hv73527917,",",hv,",",origin,phase-data,",15.0,,0.12,42.0,md,earthquake,"M 0.4 - 6 km SW of Volcano, Hawaii"
0.25,"72 km NNE of Chignik, Alaska",1692125715140,1692250065040,,https://earthquake.usgs.gov/earthquakes/eventpage/av92003021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92003021&format=geojson,,,,,reviewed,0,1,av,92003021,",av92003021,",",av,",",origin,phase-data,",5.0,,0.12,273.0,ml,earthquake,"M 0.3 - 72 km NNE of Chignik, Alaska"
1.32,"5 km ESE of Owasso, Oklahoma",1692125655240,1692206257056,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pyjc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pyjc&format=geojson,,,,,reviewed,0,27,ok,2023pyjc,",ok2023pyjc,",",ok,",",origin,phase-data,",27.0,0.3338344903,0.4,121.0,ml,quarry blast,"M 1.3 Quarry Blast - 5 km ESE of Owasso, Oklahoma"
2.11,"4 km E of Lawrenceville, Illinois",1692125400530,1692192146637,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60501028,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60501028&format=geojson,11.0,2.8,,,reviewed,0,72,nm,60501028,",us7000kniu,nm60501028,",",us,nm,",",dyfi,origin,phase-data,",17.0,0.3657,0.28,93.0,md,earthquake,"M 2.1 - 4 km E of Lawrenceville, Illinois"
1.06,"7 km SSW of Mojave, CA",1692125370150,1692131226961,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537504,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537504&format=geojson,,,,,reviewed,0,17,ci,40537504,",ci40537504,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.1139,0.27,58.0,ml,quarry blast,"M 1.1 Quarry Blast - 7 km SSW of Mojave, CA"
1.5,"3 km NW of Tanaina, Alaska",1692124675362,1692124802946,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afpxmr4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afpxmr4&format=geojson,,,,,automatic,0,35,ak,023afpxmr4,",ak023afpxmr4,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.5 - 3 km NW of Tanaina, Alaska"
1.3,"30 km SSW of Mina, Nevada",1692124437447,1692151434386,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00864505,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00864505&format=geojson,,,,,reviewed,0,26,nn,00864505,",nn00864505,",",nn,",",origin,phase-data,",5.0,0.272,0.119,130.46,ml,earthquake,"M 1.3 - 30 km SSW of Mina, Nevada"
0.54,"6 km S of Littlerock, CA",1692124046330,1692130391653,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537488,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537488&format=geojson,,,,,reviewed,0,4,ci,40537488,",ci40537488,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.02947,0.04,63.0,ml,earthquake,"M 0.5 - 6 km S of Littlerock, CA"
0.75,"6 km WSW of Volcano, Hawaii",1692123900820,1692135305260,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73527872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73527872&format=geojson,,,,,reviewed,0,9,hv,73527872,",hv73527872,",",hv,",",origin,phase-data,",16.0,,0.08,58.0,md,earthquake,"M 0.8 - 6 km WSW of Volcano, Hawaii"
2.1,"64 km NNE of Yakutat, Alaska",1692123786904,1692123900101,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afpuizm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afpuizm&format=geojson,,,,,automatic,0,68,ak,023afpuizm,",ak023afpuizm,",",ak,",",origin,phase-data,",,,0.17,,ml,earthquake,"M 2.1 - 64 km NNE of Yakutat, Alaska"
4.0,"77 km SSW of Sand Point, Alaska",1692122976094,1692186794637,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000knip,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000knip&format=geojson,1.0,3.1,1.243,,reviewed,0,246,us,7000knip,",us7000knip,ak023afprl1f,",",us,ak,",",dyfi,origin,phase-data,shakemap,",20.0,0.719,0.5,198.0,mb,earthquake,"M 4.0 - 77 km SSW of Sand Point, Alaska"
-1.02,"Fox Islands, Aleutian Islands, Alaska",1692122300720,1692240087010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91113443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91113443&format=geojson,,,,,reviewed,0,0,av,91113443,",av91113443,",",av,",",origin,phase-data,",4.0,,0.14,152.0,ml,earthquake,"M -1.0 - Fox Islands, Aleutian Islands, Alaska"
0.67,"17 km SE of Carbonado, Washington",1692122272650,1692155673160,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61941437,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61941437&format=geojson,,,,,reviewed,0,7,uw,61941437,",uw61941437,",",uw,",",origin,phase-data,",20.0,0.04713,0.11,162.0,ml,earthquake,"M 0.7 - 17 km SE of Carbonado, Washington"
0.9,"54 km SW of Alamo, Nevada",1692122131626,1692151431964,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00864481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00864481&format=geojson,,,,,reviewed,0,12,nn,00864481,",nn00864481,",",nn,",",origin,phase-data,",32.0,0.23,0.1638,152.26,ml,earthquake,"M 0.9 - 54 km SW of Alamo, Nevada"
2.0,"120 km SSE of Sand Point, Alaska",1692121508345,1692134250594,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afpduf5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afpduf5&format=geojson,,,,,reviewed,0,62,ak,023afpduf5,",ak023afpduf5,",",ak,",",origin,phase-data,",,,0.63,,ml,earthquake,"M 2.0 - 120 km SSE of Sand Point, Alaska"
1.73,"6 km SW of Volcano, Hawaii",1692121504220,1692121835910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73527792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73527792&format=geojson,,,,,automatic,0,46,hv,73527792,",hv73527792,",",hv,",",origin,phase-data,",14.0,,0.140000001,72.0,ml,earthquake,"M 1.7 - 6 km SW of Volcano, Hawaii"
-0.04,"85 km NW of Karluk, Alaska",1692121252240,1692228911310,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002931&format=geojson,,,,,reviewed,0,0,av,92002931,",av92002931,",",av,",",origin,phase-data,",8.0,,0.1,101.0,ml,earthquake,"M 0.0 - 85 km NW of Karluk, Alaska"
1.24,"2 km N of Colton, CA",1692121119230,1692130022392,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537448&format=geojson,,,,,reviewed,0,24,ci,40537448,",ci40537448,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",41.0,0.004595,0.17,98.0,ml,earthquake,"M 1.2 - 2 km N of Colton, CA"
2.23,"8 km WSW of Adjuntas, Puerto Rico",1692120962730,1692121714110,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71421533,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71421533&format=geojson,,,,,reviewed,0,77,pr,71421533,",pr71421533,",",pr,",",origin,phase-data,",7.0,0.1297,0.11,147.0,md,earthquake,"M 2.2 - 8 km WSW of Adjuntas, Puerto Rico"
2.12,"2 km N of Prattville, CA",1692120230210,1692289631754,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924451&format=geojson,,,,,reviewed,0,69,nc,73924451,",nc73924451,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.02744,0.21,50.0,md,earthquake,"M 2.1 - 2 km N of Prattville, CA"
0.66,"24 km SSE of King Cove, Alaska",1692120019250,1692240596670,,https://earthquake.usgs.gov/earthquakes/eventpage/av91113448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91113448&format=geojson,,,,,reviewed,0,7,av,91113448,",av91113448,",",av,",",origin,phase-data,",4.0,,0.08,285.0,ml,earthquake,"M 0.7 - 24 km SSE of King Cove, Alaska"
0.58,"17 km WSW of Dutch Harbor, Alaska",1692119991530,1692228542760,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002911&format=geojson,,,,,reviewed,0,5,av,92002911,",av92002911,",",av,",",origin,phase-data,",7.0,,0.1,87.0,ml,earthquake,"M 0.6 - 17 km WSW of Dutch Harbor, Alaska"
2.0,"61 km S of Whites City, New Mexico",1692119932174,1692219970200,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023pyfz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023pyfz&format=geojson,,,,,reviewed,0,62,tx,2023pyfz,",tx2023pyfz,",",tx,",",origin,phase-data,",33.0,0.03704722235,0.2,136.0,ml,earthquake,"M 2.0 - 61 km S of Whites City, New Mexico"
0.19,Idaho-Montana border region,1692119925980,1692123216650,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60547657,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60547657&format=geojson,,,,,reviewed,0,1,uu,60547657,",uu60547657,",",uu,",",origin,phase-data,",8.0,0.01924,0.15,120.0,md,earthquake,M 0.2 - Idaho-Montana border region
1.7,"Kenai Peninsula, Alaska",1692119874507,1692120000385,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afp7wre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afp7wre&format=geojson,,,,,automatic,0,44,ak,023afp7wre,",ak023afp7wre,",",ak,",",origin,phase-data,",,,1.1,,ml,earthquake,"M 1.7 - Kenai Peninsula, Alaska"
5.1,"10 km E of Miyakojima, Japan",1692119250859,1692120357040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000l05a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000l05a&format=geojson,,,,,reviewed,0,400,us,6000l05a,",us6000l05a,",",us,",",origin,phase-data,",82.0,1.148,1.16,109.0,mb,earthquake,"M 5.1 - 10 km E of Miyakojima, Japan"
0.3,Alaska Peninsula,1692119247699,1692228261460,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afp5pj5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afp5pj5&format=geojson,,,,,automatic,0,1,ak,023afp5pj5,",av92002886,ak023afp5pj5,",",av,ak,",",origin,phase-data,",,,0.07,,ml,earthquake,M 0.3 - Alaska Peninsula
-0.53,"17 km WSW of Dutch Harbor, Alaska",1692119061260,1692227978830,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002881&format=geojson,,,,,reviewed,0,0,av,92002881,",av92002881,",",av,",",origin,phase-data,",6.0,,0.11,86.0,ml,earthquake,"M -0.5 - 17 km WSW of Dutch Harbor, Alaska"
1.59,"7 km W of Cobb, CA",1692118911880,1692131594986,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924441&format=geojson,,,,,reviewed,0,39,nc,73924441,",nc73924441,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.008393,0.04,29.0,md,earthquake,"M 1.6 - 7 km W of Cobb, CA"
1.5,"9 km NNW of Okarche, Oklahoma",1692118743390,1692192326526,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pyfi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pyfi&format=geojson,,,,,reviewed,0,35,ok,2023pyfi,",ok2023pyfi,",",ok,",",origin,phase-data,",22.0,0.2051597407,0.32,78.0,ml,earthquake,"M 1.5 - 9 km NNW of Okarche, Oklahoma"
1.5,"63 km SSE of Cantwell, Alaska",1692118531057,1692118654964,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afoukk1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afoukk1&format=geojson,,,,,automatic,0,35,ak,023afoukk1,",ak023afoukk1,",",ak,",",origin,phase-data,",,,0.83,,ml,earthquake,"M 1.5 - 63 km SSE of Cantwell, Alaska"
1.41,"7 km E of Hebgen Lake Estates, Montana",1692118333220,1692121306550,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60547642,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60547642&format=geojson,,,,,reviewed,0,31,uu,60547642,",uu60547642,",",uu,",",origin,phase-data,",13.0,0.01951,0.16,116.0,ml,earthquake,"M 1.4 - 7 km E of Hebgen Lake Estates, Montana"
1.1,,1692117933260,1692118041346,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afosfke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afosfke&format=geojson,,,,,automatic,0,19,ak,023afosfke,",ak023afosfke,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,M 1.1 - 
-0.75,"61 km ENE of Pedro Bay, Alaska",1692117879580,1692250023470,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002871&format=geojson,,,,,reviewed,0,0,av,92002871,",av92002871,",",av,",",origin,phase-data,",5.0,,0.1,126.0,ml,earthquake,"M -0.8 - 61 km ENE of Pedro Bay, Alaska"
1.7,"23 km WNW of Susitna, Alaska",1692117540149,1692117660884,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023afor2pq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023afor2pq&format=geojson,,,,,automatic,0,44,ak,023afor2pq,",ak023afor2pq,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 1.7 - 23 km WNW of Susitna, Alaska"
1.04,"7 km W of Cobb, CA",1692116617880,1692122532121,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924431&format=geojson,1.0,0.0,,,automatic,0,17,nc,73924431,",nc73924431,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",14.0,0.00727,0.01,76.0,md,earthquake,"M 1.0 - 7 km W of Cobb, CA"
4.7,"149 km SW of Adak, Alaska",1692116451318,1692122687860,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000l050,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000l050&format=geojson,,,3.476,,reviewed,0,340,us,6000l050,",ak023afon4i8,us6000l050,",",ak,us,",",origin,phase-data,shakemap,",95.0,0.812,0.93,129.0,mb,earthquake,"M 4.7 - 149 km SW of Adak, Alaska"
1.16,"2 km NW of Alamo, CA",1692115730830,1692289631617,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924426&format=geojson,,,,,reviewed,0,21,nc,73924426,",nc73924426,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04377,0.05,124.0,md,earthquake,"M 1.2 - 2 km NW of Alamo, CA"
0.15,"17 km WSW of Dutch Harbor, Alaska",1692115719390,1692226962170,,https://earthquake.usgs.gov/earthquakes/eventpage/av92002811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92002811&format=geojson,,,,,reviewed,0,0,av,92002811,",av92002811,",",av,",",origin,phase-data,",6.0,,0.11,85.0,ml,earthquake,"M 0.2 - 17 km WSW of Dutch Harbor, Alaska"
0.33,"9 km WNW of The Geysers, CA",1692115674770,1692120344959,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73924421,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73924421&format=geojson,,,,,reviewed,0,2,nc,73924421,",nc73924421,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.008699,0.03,78.0,md,earthquake,"M 0.3 - 9 km WNW of The Geysers, CA"
1.01,"12 km NNE of Morrison, Oklahoma",1692115609420,1692116560833,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023pydp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023pydp&format=geojson,,,,,reviewed,0,16,ok,2023pydp,",ok2023pydp,",",ok,",",origin,phase-data,",50.0,0.02069593875,0.3,49.0,ml,earthquake,"M 1.0 - 12 km NNE of Morrison, Oklahoma"
1.71,"25 km N of Yucca Valley, CA",1692115583300,1692117574630,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537376&format=geojson,,,,,reviewed,0,45,ci,40537376,",ci40537376,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.07739,0.13,51.0,ml,earthquake,"M 1.7 - 25 km N of Yucca Valley, CA"
0.71,"6 km ESE of Ocotillo Wells, CA",1692115161920,1692116932834,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40537368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40537368&format=geojson,,,,,reviewed,0,8,ci,40537368,",ci40537368,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.08526,0.16,65.0,ml,earthquake,"M 0.7 - 6 km ESE of Ocotillo Wells, CA"
